"id","title","content","category","doc_type","doc_number","agency","published_date","url","crawled_at"
Trên cơ sở tổng hạn mức hàng năm, Ngân hàng Nhà nước thực hiện cấp hạn mức hàng năm cho doanh nghiệp, ngân hàng thương mại theo quy mô vốn điều lệ của doanh nghiệp, ngân hàng thương mại; tình hình xuất khẩu, nhập khẩu vàng miếng, vàng nguyên liệu của các năm trước (nếu có) và nhu cầu của doanh nghiệp, ngân hàng thương mại. Thống đốc Ngân hàng Nhà nước quy định cách thức phân bố hạn mức hàng năm cho các doanh nghiệp, ngân hàng thương mại.

- Ngân hàng Nhà nước cấp, sửa đổi, bổ sung, thu hồi:

+ Giấy chứng nhận đủ điều kiện sản xuất vàng trang sức, mỹ nghệ;

+ Giấy phép sản xuất vàng miếng;

+ Giấy phép kinh doanh mua, bán vàng miếng;

+ Giấy phép xuất khẩu, nhập khẩu vàng miếng, vàng nguyên liệu;

+ Giấy phép mang theo vàng khi xuất cảnh, nhập cảnh của cá nhân vượt mức quy định;

+ Giấy phép đối với các hoạt động kinh doanh vàng quy định tại khoản 9 Điều 4  Nghị định 24/2012/NĐ-CP  sau khi được Thủ tướng Chính phủ cho phép;

+ Hạn mức xuất khẩu, nhập khẩu vàng miếng; nhập khẩu vàng nguyên liệu của doanh nghiệp, ngân hàng thương mại, quy định tại Điều 11a  Nghị định 24/2012/NĐ-CP .

- Phối hợp cùng các bộ, ngành liên quan để thiết lập hệ thống thông tin, xây dựng, lưu trữ dữ liệu về thị trường vàng, kết nối cung cấp thông tin cho cơ quan liên quan nhằm tăng tính minh bạch, hỗ trợ hiệu quả công tác quản lý.

- Ngân hàng Nhà nước thực hiện kiểm tra, thanh tra đối với hoạt động sản xuất vàng miếng, vàng trang sức, mỹ nghệ; hoạt động kinh doanh mua, bán vàng miếng; hoạt động xuất khẩu, nhập khẩu vàng miếng, vàng nguyên liệu và hoạt động kinh doanh vàng quy định tại khoản 9 Điều 4  Nghị định 24/2012/NĐ-CP .

- Ngân hàng Nhà nước đăng tải trên trang thông tin điện tử Ngân hàng Nhà nước giá mua, giá bán vàng miếng do doanh nghiệp, tổ chức tín dụng được Ngân hàng Nhà nước cấp Giấy phép kinh doanh mua, bán vàng miếng cung cấp.

- Ngân hàng Nhà nước thực hiện các nhiệm vụ và quyền hạn khác liên quan đến quản lý hoạt động kinh doanh vàng theo quyết định của Thủ tướng Chính phủ.

Trên đây là Thông tin về Cập nhật giá vàng hôm nay 27 3 tăng hay giảm? Bao nhiêu tiền 1 lượng?","","","","","2026-03-27","https://thuvienphapluat.vn/hoi-dap-phap-luat/cap-nhat-gia-vang-hom-nay-273-tang-hay-giam-bao-nhieu-tien-1-luong-138084892.html","2026-04-08T16:12:03.985627+00:00"
"138084205","Giá vàng miếng, vàng nhẫn ngày 27/3/2026 bao nhiêu tiền 1 chỉ?","Dưới đây là bảng  giá vàng  cập nhật mới nhất:

Giá vàng miếng, vàng nhẫn ngày  27/3/2026 :

Giá vàng  SJC  hôm nay Cập nhật lúc  07:50:03 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.500.000

171.500.000

Giá vàng nhẫn

168.300.000

171.300.000

*1 lượng = 10 chỉ

Giá vàng  DOJI  Cập nhật lúc  07:55:02 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.500.000

171.500.000

Giá vàng nhẫn

168.500.000

171.500.000

*1 lượng = 10 chỉ

Giá vàng  PNJ  Cập nhật lúc  07:55:03 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.500.000

171.500.000

Giá vàng nhẫn

168.500.000

171.500.000

*1 lượng = 10 chỉ

Giá vàng  Bảo Tín Minh Châu  Cập nhật lúc  07:55:03 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.400.000

171.500.000

Giá vàng nhẫn

168.000.000

171.000.000

*1 lượng = 10 chỉ

Giá vàng  Bảo Tín Mạnh Hải  Cập nhật lúc  07:55:02 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.500.000

171.500.000

Giá vàng nhẫn

-

-

*1 lượng = 10 chỉ

Giá vàng  Phú Quý  Cập nhật lúc  07:55:02 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.000.000

171.500.000

Giá vàng nhẫn

168.000.000

171.000.000

*1 lượng = 10 chỉ

Giá vàng  Mi Hồng  Cập nhật lúc  07:55:02 27/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

168.500.000

171.000.000

Giá vàng nhẫn

168.500.000

171.000.000

*1 lượng = 10 chỉ

Giá vàng miếng, vàng nhẫn ngày  26/3/2026:

Giá vàng  SJC  hôm nay Cập nhật lúc  10:05:02 26/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

170.500.000

173.500.000

Giá vàng nhẫn

170.300.000

173.300.000

*1 lượng = 10 chỉ

Giá vàng  DOJI  Cập nhật lúc  10:05:02 26/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

170.500.000

173.500.000

Giá vàng nhẫn

170.500.000

173.500.000

*1 lượng = 10 chỉ

Giá vàng  PNJ  Cập nhật lúc  10:05:02 26/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

170.500.000

173.500.000

Giá vàng nhẫn

170.500.000

173.500.000

*1 lượng = 10 chỉ

Giá vàng  Bảo Tín Minh Châu  Cập nhật lúc  10:05:02 26/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

172.000.000

175.000.000

Giá vàng nhẫn

172.500.000

175.500.000

*1 lượng = 10 chỉ

Giá vàng  Bảo Tín Mạnh Hải  Cập nhật lúc  18:15:03 25/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

170.500.000

173.500.000

Giá vàng nhẫn

158.000.000

158.000.000

*1 lượng = 10 chỉ

Giá vàng  Phú Quý  Cập nhật lúc  10:05:04 26/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

170.500.000

173.500.000

Giá vàng nhẫn

170.500.000

173.500.000

*1 lượng = 10 chỉ

Giá vàng  Mi Hồng  Cập nhật lúc  10:10:03 26/03/2026

*Đơn vị: đồng/lượng

Mua vào

Bán ra

Giá vàng miếng

171.000.000

173.500.000

Giá vàng nhẫn

171.000.000

173.500.000

*1 lượng = 10 chỉ

*Trên đây là thông tin Giá vàng miếng, vàng nhẫn ngày 27/3/2026 bao nhiêu tiền 1 chỉ?

Giá vàng miếng, vàng nhẫn ngày 27/3/2026 bao nhiêu tiền 1 chỉ? (Hình từ Internet)

Căn cứ tại Điều 19  Nghị định 24/2012/NĐ-CP  được sửa đổi bởi khoản 12 Điều 1  Nghị định 232/2025/NĐ-CP  quy định về hành vi vi phạm trong hoạt động kinh doanh vàng như sau:

Điều 19. Hành vi vi phạm trong hoạt động kinh doanh vàng

Hành vi vi phạm các quy định của pháp luật trong hoạt động kinh doanh vàng bao gồm:

1. Hoạt động sản xuất vàng trang sức, mỹ nghệ không có Giấy chứng nhận đủ điều kiện kinh doanh do Ngân hàng Nhà nước cấp.

2. Hoạt động kinh doanh mua, bán vàng miếng; xuất khẩu, nhập khẩu vàng nguyên liệu không có giấy phép do Ngân hàng Nhà nước cấp.

3. Mang theo vàng khi xuất cảnh, nhập cảnh của cá nhân vượt mức quy định không có giấy phép do Ngân hàng Nhà nước cấp.

4. Sử dụng vàng làm phương tiện thanh toán.

5. Hoạt động sản xuất vàng miếng trái với quy định tại Nghị định này.

6. Hoạt động kinh doanh vàng khác khi chưa được Thủ tướng Chính phủ cho phép và Ngân hàng Nhà nước cấp giấy phép.

7. Vi phạm các quy định khác tại Nghị định này và các quy định của pháp luật khác có liên quan.

Như vậy Hành vi vi phạm các quy định của pháp luật trong hoạt động kinh doanh vàng bao gồm:

[1] Hoạt động sản xuất vàng trang sức, mỹ nghệ không có Giấy chứng nhận đủ điều kiện kinh doanh do Ngân hàng Nhà nước cấp.

[2] Hoạt động kinh doanh mua, bán vàng miếng; xuất khẩu, nhập khẩu vàng nguyên liệu không có giấy phép do Ngân hàng Nhà nước cấp.

[3] Mang theo vàng khi xuất cảnh, nhập cảnh của cá nhân vượt mức quy định không có giấy phép do Ngân hàng Nhà nước cấp.

[4] Sử dụng vàng làm phương tiện thanh toán.

[5] Hoạt động sản xuất vàng miếng trái với quy định tại Nghị định này.

[6] Hoạt động kinh doanh vàng khác khi chưa được Thủ tướng Chính phủ cho phép và Ngân hàng Nhà nước cấp giấy phép.

[7] Vi phạm các quy định khác tại Nghị định này và các quy định của pháp luật khác có liên quan.

Căn cứ tại Điều 18  Nghị định 24/2012/NĐ-CP  quy định về phối hợp liên ngành về quản lý hoạt động kinh doanh vàng như sau:

Điều 18. Phối hợp liên ngành về quản lý hoạt động kinh doanh vàng

Căn cứ vào yêu cầu thực tế, các Bộ, ngành liên quan có trách nhiệm phối hợp, chia sẻ thông tin để phục vụ cho công tác quản lý hoạt động kinh doanh vàng; phối hợp thực hiện kiểm tra, thanh tra hoạt động kinh doanh vàng theo quy định của pháp luật.

Theo đó, căn cứ vào yêu cầu thực tế, các Bộ, ngành liên quan có trách nhiệm phối hợp, chia sẻ thông tin để phục vụ cho công tác quản lý hoạt động kinh doanh vàng; phối hợp thực hiện kiểm tra, thanh tra hoạt động kinh doanh vàng theo quy định của pháp luật.

*Trên đây là thông tin Giá vàng miếng, vàng nhẫn ngày 27 3 2026 bao nhiêu tiền 1 chỉ?","","","","","2026-03-27","https://thuvienphapluat.vn/hoi-dap-phap-luat/gia-vang-mieng-vang-nhan-ngay-2732026-bao-nhieu-tien-1-chi-138084205.html","2026-04-08T16:12:08.203244+00:00"
"138084696","Bảng giá vàng ngày 25/3/2026 bao nhiêu tiền 1 lượng, 1 chỉ?","Dưới đây là bảng  giá vàng  cập nhật mới nhất:

Dưới đây là Bảng giá vàng ngày 25/3/2026:

Giá vàng  SJC  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC 1L, 10L, 1KG

167,200,000

170,200,000

SJC 5 chỉ

167,200,000

170,220,000

SJC 0.5, 1, 2 chỉ

167,200,000

170,230,000

Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ

167,000,000

170,000,000

Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ

167,000,000

170,100,000

Nữ trang 99,99%

165,000,000

168,500,000

Nữ trang 99%

160,331,683

166,831,683

Nữ trang 75%

117,637,638

126,537,638

Nữ trang 68%

105,841,459

114,741,459

Nữ trang 61%

94,045,279

102,945,279

Nữ trang 58,3%

89,495,324

98,395,324

Nữ trang 41.7%

61,521,527

70,421,527

Giá vàng  DOJI  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC - Bán Lẻ

16,720,000

17,020,000

Kim TT/AVPL

16,730,000

17,030,000

NHẪN TRÒN 9999 HƯNG THỊNH VƯỢNG

16,720,000

17,020,000

Nguyên Liệu 99.99

15,800,000

16,000,000

Nguyên Liệu 99.9

15,750,000

15,950,000

Nữ trang 99.99 - Bán Lẻ

16,400,000

16,800,000

Nữ trang 99.9 - Bán Lẻ

16,350,000

16,750,000

Nữ trang 99 - Bán Lẻ

16,280,000

16,730,000

Giá vàng  PNJ  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

PNJ HCM

167,000,000

170,000,000

SJC HCM

167,200,000

170,200,000

PNJ HN

167,000,000

170,000,000

SJC HN

167,200,000

170,200,000

PNJ ĐN

167,000,000

170,000,000

SJC ĐN

167,200,000

170,200,000

PNJ MT

167,000,000

170,000,000

SJC MT

167,200,000

170,200,000

PNJ TN

167,000,000

170,000,000

SJC TN

167,200,000

170,200,000

PNJ ĐNB

167,000,000

170,000,000

SJC ĐNB

167,200,000

170,200,000

Nhẫn Trơn PNJ 999.9

167,000,000

170,000,000

Vàng Kim Bảo 999.9

167,000,000

170,000,000

Vàng Phúc Lộc Tài 999.9

167,000,000

170,000,000

Vàng nữ trang 999.9

164,900,000

168,900,000

Vàng nữ trang 999

164,730,000

168,730,000

Vàng nữ trang 9920

161,350,000

167,550,000

Vàng nữ trang 99

161,010,000

167,210,000

Vàng 916 (22K)

148,510,000

154,710,000

Vàng 750 (18K)

117,780,000

126,680,000

Vàng 680 (16.3K)

105,950,000

114,850,000

Vàng 650 (15.6K)

100,890,000

109,790,000

Vàng 610 (14.6K)

94,130,000

103,030,000

Vàng 585 (14K)

89,910,000

98,810,000

Vàng 416 (10K)

61,360,000

70,260,000

Vàng 375 (9K)

54,440,000

63,340,000

Vàng 333 (8K)

47,340,000

56,240,000

Giá vàng  Bảo Tín Minh Châu  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU

167,700,000

170,700,000

NHẪN TRÒN TRƠN BẢO TÍN MINH CHÂU

167,700,000

170,700,000

QUÀ MỪNG BẢN VỊ VÀNG BẢO TÍN MINH CHÂU

167,700,000

170,700,000

VÀNG MIẾNG SJC

167,200,000

170,200,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 999.9

165,700,000

169,700,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 99.9

165,500,000

169,500,000

VÀNG THƯƠNG HIỆU DOJI, PNJ, PHÚ QUÝ...

166,700,000

-

VÀNG THƯƠNG HIỆU KHÁC

157,800,000

-

VÀNG NGUYÊN LIỆU

157,300,000

-

Giá vàng  Bảo Tín Mạnh Hải  Ngày 25-03-2026  07:48

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

Nhẫn Tròn ép vỉ (Kim Gia Bảo ) 24K (999.9)

16,770,000

17,070,000

Đồng vàng Kim Gia Bảo hoa sen

16,770,000

17,070,000

Vàng Tiểu Kim Cát 24K (999.9) 0,1chỉ

1,677,000

1,707,000

Nhẫn tròn 999.9 BTMH

16,500,000

-

Vàng trang sức 24K (999.9)

16,570,000

16,970,000

Vàng trang sức 24K (99.9)

16,560,000

16,960,000

Vàng miếng SJC (Cty CP BTMH)

16,720,000

17,020,000

Nhẫn ép vỉ Vàng Rồng Thăng Long

16,620,000

-

Vàng nguyên liệu 999,9

15,850,000

-

Vàng nguyên liệu 99.9

15,800,000

-

****

Dưới đây là Bảng giá vàng ngày 24/3/2026:

Giá vàng  SJC  Ngày 24-03-2026 16:28

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC 1L, 10L, 1KG

167,200,000

170,200,000

SJC 5 chỉ

167,200,000

170,220,000

SJC 0.5, 1, 2 chỉ

167,200,000

170,230,000

Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ

167,000,000

170,000,000

Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ

167,000,000

170,100,000

Nữ trang 99,99%

165,000,000

168,500,000

Nữ trang 99%

160,331,683

166,831,683

Nữ trang 75%

117,637,638

126,537,638

Nữ trang 68%

105,841,459

114,741,459

Nữ trang 61%

94,045,279

102,945,279

Nữ trang 58,3%

89,495,324

98,395,324

Nữ trang 41.7%

61,521,527

70,421,527

Giá vàng  DOJI  Ngày 24-03-2026 16:28

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC - Bán Lẻ

16,720,000

17,020,000

Kim TT/AVPL

16,730,000

17,030,000

NHẪN TRÒN 9999 HƯNG THỊNH VƯỢNG

16,720,000

17,020,000

Nguyên Liệu 99.99

15,800,000

16,000,000

Nguyên Liệu 99.9

15,750,000

15,950,000

Nữ trang 99.99 - Bán Lẻ

16,400,000

16,800,000

Nữ trang 99.9 - Bán Lẻ

16,350,000

16,750,000

Nữ trang 99 - Bán Lẻ

16,280,000

16,730,000

Giá vàng  PNJ  Ngày 24-03-2026 16:33

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

PNJ HCM

167,000,000

170,000,000

SJC HCM

167,200,000

170,200,000

PNJ HN

167,000,000

170,000,000

SJC HN

167,200,000

170,200,000

PNJ ĐN

167,000,000

170,000,000

SJC ĐN

167,200,000

170,200,000

PNJ MT

167,000,000

170,000,000

SJC MT

167,200,000

170,200,000

PNJ TN

167,000,000

170,000,000

SJC TN

167,200,000

170,200,000

PNJ ĐNB

167,000,000

170,000,000

SJC ĐNB

167,200,000

170,200,000

Nhẫn Trơn PNJ 999.9

167,000,000

170,000,000

Vàng Kim Bảo 999.9

167,000,000

170,000,000

Vàng Phúc Lộc Tài 999.9

167,000,000

170,000,000

Vàng nữ trang 999.9

164,900,000

168,900,000

Vàng nữ trang 999

164,730,000

168,730,000

Vàng nữ trang 9920

161,350,000

167,550,000

Vàng nữ trang 99

161,010,000

167,210,000

Vàng 916 (22K)

148,510,000

154,710,000

Vàng 750 (18K)

117,780,000

126,680,000

Vàng 680 (16.3K)

105,950,000

114,850,000

Vàng 650 (15.6K)

100,890,000

109,790,000

Vàng 610 (14.6K)

94,130,000

103,030,000

Vàng 585 (14K)

89,910,000

98,810,000

Vàng 416 (10K)

61,360,000

70,260,000

Vàng 375 (9K)

54,440,000

63,340,000

Vàng 333 (8K)

47,340,000

56,240,000

Giá vàng  Bảo Tín Minh Châu  Ngày 24-03-2026 16:33

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

VÀNG MIẾNG VRTL BẢO TÍN MINH CHÂU

167,700,000

170,700,000

NHẪN TRÒN TRƠN BẢO TÍN MINH CHÂU

167,700,000

170,700,000

QUÀ MỪNG BẢN VỊ VÀNG BẢO TÍN MINH CHÂU

167,700,000

170,700,000

VÀNG MIẾNG SJC

167,200,000

170,200,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 999.9

165,700,000

169,700,000

TRANG SỨC VÀNG RỒNG THĂNG LONG 99.9

165,500,000

169,500,000

VÀNG THƯƠNG HIỆU DOJI, PNJ, PHÚ QUÝ...

166,700,000

-

VÀNG THƯƠNG HIỆU KHÁC

157,800,000

-

VÀNG NGUYÊN LIỆU

157,300,000

-

Giá vàng  Bảo Tín Mạnh Hải  Ngày 24-03-2026 16:33

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

Nhẫn Tròn ép vỉ (Kim Gia Bảo ) 24K (999.9)

16,770,000

17,070,000

Đồng vàng Kim Gia Bảo hoa sen

16,770,000

17,070,000

Vàng Tiểu Kim Cát 24K (999.9) 0,1chỉ

1,677,000

1,707,000

Nhẫn tròn 999.9 BTMH

16,500,000

-

Vàng trang sức 24K (999.9)

16,570,000

16,970,000

Vàng trang sức 24K (99.9)

16,560,000

16,960,000

Vàng miếng SJC (Cty CP BTMH)

16,720,000

17,020,000

Nhẫn ép vỉ Vàng Rồng Thăng Long

16,620,000

-

Vàng nguyên liệu 999,9

15,800,000

-

Vàng nguyên liệu 99.9

15,750,000

-

*Trên đây là Bảng giá vàng ngày 25/3/2026 bao nhiêu tiền 1 lượng, 1 chỉ?

Bảng giá vàng ngày 25/3/2026 bao nhiêu tiền 1 lượng, 1 chỉ? (Hình từ Internet)

Căn cứ tại Điều 14  Nghị định 24/2012/NĐ-CP  được sửa đổi bởi khoản 9 Điều 1  Nghị định 232/2025/NĐ-CP  quy định về xuất khẩu, nhập khẩu vàng như sau:

[1] Ngân hàng Nhà nước cấp hạn mức hàng năm và Giấy phép từng lần cho doanh nghiệp, ngân hàng thương mại quy định tại Điều 11a  Nghị định 24/2012/NĐ-CP  để xuất khẩu, nhập khẩu vàng miếng; hạn mức hàng năm và Giấy phép từng lần cho doanh nghiệp, ngân hàng thương mại quy định tại Điều 11a  Nghị định 24/2012/NĐ-CP  để nhập khẩu vàng nguyên liệu.

[2] Căn cứ vào mục tiêu chính sách tiền tệ và cung - cầu vàng trong từng thời kỳ, Ngân hàng Nhà nước cấp Giấy phép nhập khẩu vàng nguyên liệu cho doanh nghiệp theo quy định tại các khoản 4, 5, 6 Điều 14  Nghị định 24/2012/NĐ-CP  và cấp Giấy phép xuất khẩu vàng nguyên liệu cho doanh nghiệp có Giấy phép khai thác vàng theo quy định tại khoản 7 Điều 14  Nghị định 24/2012/NĐ-CP . Các doanh nghiệp quy định tại các khoản 4, 5, 7 Điều 14  Nghị định 24/2012/NĐ-CP  phải đáp ứng điều kiện quy định tại điểm c khoản 1 Điều 11a  Nghị định 24/2012/NĐ-CP .

[3] Hoạt động xuất khẩu, nhập khẩu vàng nguyên liệu của Ngân hàng Nhà nước được miễn thuế xuất khẩu, thuế nhập khẩu theo quyết định của Thủ tướng Chính phủ.

[4] Doanh nghiệp kinh doanh vàng có hợp đồng gia công vàng trang sức, mỹ nghệ với nước ngoài được Ngân hàng Nhà nước xem xét cấp Giấy phép tạm nhập vàng nguyên liệu để tái xuất sản phẩm khi đáp ứng các điều kiện sau:

- Có Giấy chứng nhận đủ điều kiện sản xuất vàng trang sức, mỹ nghệ do Ngân hàng Nhà nước cấp;

- Nhu cầu nhập khẩu vàng nguyên liệu phù hợp với hợp đồng gia công vàng trang sức, mỹ nghệ với nước ngoài.

[5] Hàng năm, Ngân hàng Nhà nước xem xét cấp Giấy phép nhập khẩu vàng nguyên liệu cho các doanh nghiệp có vốn đầu tư nước ngoài căn cứ vào năng lực sản xuất và báo cáo tình hình xuất khẩu vàng trang sức, mỹ nghệ của năm trước (nếu có) khi đáp ứng các điều kiện sau:

- Là doanh nghiệp có đăng ký hoạt động sản xuất vàng trang sức, mỹ nghệ;

- Nhu cầu nhập khẩu vàng nguyên liệu phù hợp với hợp đồng gia công vàng trang sức, mỹ nghệ.

[6] Doanh nghiệp đầu tư ra nước ngoài trong lĩnh vực khai thác vàng có nhu cầu nhập khẩu vàng do doanh nghiệp khai thác ở nước ngoài được Ngân hàng Nhà nước xem xét cấp Giấy phép nhập khẩu vàng nguyên liệu khi đáp ứng các điều kiện sau:

- Là doanh nghiệp có đăng ký hoạt động khai thác vàng trong Giấy chứng nhận đầu tư;

- Vàng nguyên liệu dự kiến nhập khẩu là do doanh nghiệp khai thác ở nước ngoài hoặc được phân chia sản phẩm theo thỏa thuận khai thác vàng ở nước ngoài.

[7] Doanh nghiệp có Giấy phép khai thác vàng được Ngân hàng Nhà nước xem xét cấp Giấy phép xuất khẩu vàng nguyên liệu do doanh nghiệp khai thác được khi đáp ứng các điều kiện sau:

- Là doanh nghiệp có vốn đầu tư nước ngoài có Giấy phép khai thác vàng;

- Vàng nguyên liệu dự kiến xuất khẩu là do doanh nghiệp khai thác ở trong nước.

[8] Việc xuất khẩu, nhập khẩu vàng nguyên liệu dưới dạng bột, dung dịch, vẩy hàn, muối vàng và các loại vàng trang sức dưới dạng bán thành phẩm được thực hiện theo Giấy chứng nhận đăng ký doanh nghiệp.

[9] Thống đốc Ngân hàng Nhà nước quy định hồ sơ, thủ tục cấp Giấy phép xuất khẩu, nhập khẩu vàng và thời hạn của Giấy phép xuất khẩu, nhập khẩu vàng.

[10] Trách nhiệm của các doanh nghiệp, ngân hàng thương mại, được cấp Giấy phép xuất khẩu, nhập khẩu vàng quy định tại khoản 1 Điều 14  Nghị định 24/2012/NĐ-CP :

- Chỉ được phép nhập khẩu vàng miếng, vàng nguyên liệu có hàm lượng từ 99,5% trở lên;

- Công bố tiêu chuẩn áp dụng, khối lượng, hàm lượng của vàng miếng, vàng nguyên liệu nhập khẩu theo quy định của pháp luật và chịu trách nhiệm trước pháp luật về tiêu chuẩn công bố áp dụng, khối lượng, hàm lượng sản phẩm đã nhập khẩu đúng với tiêu chuẩn, khối lượng, hàm lượng đã công bố;

- Xây dựng và báo cáo Ngân hàng Nhà nước quy định nội bộ về xuất khẩu, nhập khẩu, biện pháp bảo đảm an toàn trong hoạt động xuất khẩu, nhập khẩu vàng;

- Xây dựng quy định nội bộ về việc bán vàng nguyên liệu đảm bảo công khai, minh bạch; công bố công khai thông tin về việc bán vàng nguyên liệu, quyền và nghĩa vụ của khách hàng; lưu trữ đầy đủ, chính xác dữ liệu về xuất khẩu, nhập khẩu, giao dịch mua bán vàng nguyên liệu;

- Sử dụng vàng nguyên liệu nhập khẩu cho các mục đích:

+ Sản xuất vàng miếng;

+ Sản xuất vàng trang sức, mỹ nghệ;

+ Bán cho doanh nghiệp, ngân hàng thương mại được cấp Giấy phép sản xuất vàng miếng;

+ Bán cho doanh nghiệp được cấp Giấy chứng nhận đủ điều kiện sản xuất vàng trang sức, mỹ nghệ.

- Xây dựng hệ thống thông tin để xử lý, lưu trữ dữ liệu về xuất khẩu, nhập khẩu, giao dịch mua bán vàng nguyên liệu có những nội dung cơ bản bao gồm các thông tin về đối tác, khối lượng, hàm lượng và giá trị giao dịch; thực hiện kết nối cung cấp thông tin cho Ngân hàng Nhà nước theo quy định của Thống đốc Ngân hàng Nhà nước;

- Tuân thủ các quy định tại Nghị định này và các quy định của pháp luật khác có liên quan.

Căn cứ tại Điều 13  Nghị định 24/2012/NĐ-CP  quy định về xuất khẩu, nhập khẩu vàng trang sức, mỹ nghệ như sau:

[1] Việc xuất khẩu, nhập khẩu vàng trang sức, mỹ nghệ được thực hiện theo Giấy chứng nhận đăng ký kinh doanh hoặc Giấy chứng nhận đăng ký doanh nghiệp.

[2] Việc xuất khẩu, nhập khẩu vàng trang sức, mỹ nghệ để tham gia triển lãm, hội chợ quốc tế thực hiện theo quy định của Chính phủ về hội chợ, triển lãm quốc tế.

*Trên đây là Bảng giá vàng ngày 25 3 2026 bao nhiêu tiền 1 lượng, 1 chỉ?","","","","","2026-03-25","https://thuvienphapluat.vn/hoi-dap-phap-luat/bang-gia-vang-ngay-2532026-bao-nhieu-tien-1-luong-1-chi-138084696.html","2026-04-08T16:12:13.414377+00:00"
"138084587","Mới nhất giá vàng ngày 25/3/2026 mua vào bán ra ở mức bao nhiều tiền 1 lượng?","Giá vàng ngày 25/3/2026 mua vào bán ra:

Giá vàng  SJC  Ngày 25-03-2026  07:43

Loại vàng

Giá mua (VNĐ)

Giá bán (VNĐ)

SJC 1L, 10L, 1KG

167,200,000

170,200,000

SJC 5 chỉ

167,200,000

170,220,000

SJC 0.5, 1, 2 chỉ

167,200,000

170,230,000

Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ

167,000,000

